"Name";"Nation";"Position";"Club";"Int Caps";"Int Goals";"Wage";"Value";"Date Of Birth";"Contract End";"Unique ID";"Club ID"
"Anselm, Tobias";"Autriche";"AM RL, ST";"WSG Tirol";"0";"0";"700";"1303220";"24.02.2000";"30.06.2027";"16191718";"16324690"
"Keles, Can";"Autriche / Turquie";"AM RL";"Kocaelispor";"0";"0";"13490";"2191810";"02.09.2001";"30.06.2028";"16202246";"1876"
"Mustapha, Marlon";"Autriche";"ST";"SCR Altach";"0";"0";"9610";"602090";"24.05.2001";"30.06.2026";"16283628";"137973"
"Demir, Yusuf";"Autriche / Turquie";"AM RC";"SK Rapid";"4";"0";"4840";"2656570";"02.06.2003";"30.06.2027";"16283659";"155"
"Rits, Mats";"Belgique";"DM";"RSC Anderlecht";"0";"0";"20050";"534330";"18.07.1993";"30.06.2026";"18027240";"256"
"Schrijvers, Siebe";"Belgique";"AM C";"OH Leuven";"0";"0";"12530";"1238060";"18.07.1996";"30.06.2027";"18054954";"280"
"Helal, Mohamed";"Égypte";"DM, AM C";"Modern Sport";"0";"0";"15210";"1485670";"08.10.1995";"31.07.2028";"18089597";"2000142134"
"De Neve, Dion";"Belgique";"WB/AM L";"Blackburn";"0";"0";"8700";"2255040";"12.06.2001";"30.06.2028";"18115819";"612"
"Schingtienne, Joël";"Belgique / R.D. Congo";"D C";"Venezia";"0";"0";"10800";"3187890";"14.08.2002";"30.06.2029";"18116048";"1179"
"Nenê";"Brésil";"ST";"AVS SAD";"0";"0";"2210";"154820";"28.07.1983";"30.06.2026";"19006131";"2000263090"
"Abedzadeh, Amir";"Iran / Portugal";"GK";"Castellón";"11";"0";"4270";"279130";"26.04.1993";"30.06.2027";"20016296";"1690"
"O'Toole, Kevin";"Irlande / États-Unis";"D/WB/AM L";"NYCFC";"0";"0";"4070";"1252030";"14.12.1998";"31.12.2026";"20045064";"72041885"
"Harvey, Carlos";"Panama / États-Unis";"D C, DM";"Minnesota";"15";"1";"3430";"2643180";"03.02.2000";"31.12.2028";"20049244";"20030048"
"Maric, Mirko";"Croatie / Bosnie";"AM/F C";"AC Monza";"2";"0";"10210";"541880";"16.05.1995";"30.06.2026";"21021289";"1149"
"Gojak, Amer";"Bosnie";"AM C";"Rijeka";"35";"4";"3510";"668550";"13.02.1997";"30.06.2026";"21025025";"441"
"Moharrami, Sadegh";"Iran";"D/WB R";"Tractor";"31";"1";"9490";"801790";"01.03.1996";"30.06.2027";"23260451";"5512156"
"Gholizadeh, Ali";"Iran";"AM RL";"Lech";"42";"6";"7020";"324390";"10.03.1996";"30.06.2026";"23260457";"1455"
"Barišic, Hrvoje";"Bosnie / Croatie";"D C";"Zrinjski";"1";"0";"320";"57860";"03.02.1991";"31.05.2026";"24012517";"650047"
"Rog, Marko";"Croatie";"M C";"Lokomotiva";"21";"0";"1810";"735410";"19.07.1995";"30.06.2026";"24046180";"129859"
"Pomares, Carlos";"Espagne";"D LC, M L";"Zaragoza";"0";"0";"2880";"233480";"05.12.1992";"30.06.2026";"28048384";"1749"
"Johnson, Daniel";"Jamaïque / Angleterre";"AM C";"Fatih Karagümrük";"27";"3";"7690";"395420";"08.10.1992";"30.06.2026";"28048721";"458631"
"Potts, Dan";"Angleterre / États-Unis";"D LC";"-";"0";"0";"0";"0";"13.04.1994";"-";"28054807";"-1"
"Blackett, Tyler";"Angleterre / Jamaïque / Barbade";"D LC";"-";"0";"0";"0";"0";"02.04.1994";"-";"28058328";"-1"
"Ogilvie, Connor";"Angleterre";"D LC";"Portsmouth";"0";"0";"6960";"1758930";"14.02.1996";"30.06.2026";"28088508";"699"
"Molyneux, Luke";"Angleterre";"AM RLC";"Doncaster";"0";"0";"4060";"2041600";"29.03.1998";"30.06.2027";"28099481";"646"
"Ejaria, Ovie";"Nigeria / Angleterre";"AM LC";"Oviedo";"0";"0";"4270";"142850";"18.11.1997";"30.06.2027";"28101722";"1741"
"Wilson, Kane";"Angleterre";"D/WB/AM R";"MK Dons";"0";"0";"8700";"1837440";"11.03.2000";"30.06.2029";"28106520";"151027"
"Forss, Marcus";"Finlande";"AM R, ST";"Bolton";"21";"2";"25520";"1194340";"18.06.1999";"30.06.2026";"28106531";"614"
"Varešanovic, Dal";"Bosnie / Croatie";"AM LC";"Gençlerbirligi";"2";"0";"8520";"902230";"23.05.2001";"30.06.2027";"28115472";"1873"
"Morris, James";"Angleterre";"D LC";"Leyton Orient";"0";"0";"4060";"2528030";"23.11.2001";"30.06.2028";"28121643";"674"
"Idowu, Roland";"Irlande / Nigeria / Angleterre";"AM RLC";"St Mirren";"0";"0";"1970";"1148400";"21.01.2002";"31.05.2027";"28121649";"1597"
"Bagan, Joel";"Irlande / Écosse / Angleterre";"D LC";"Cardiff";"0";"0";"5220";"1905740";"03.09.2001";"30.06.2026";"28122155";"625"
"Drameh, Cody";"Angleterre / Gambie";"D/WB RL";"Hull";"0";"0";"11020";"3029920";"08.12.2001";"30.06.2027";"28122190";"665"
"Tavares, Sidnei";"Cap-Vert / Portugal / Angleterre";"DM";"Blackburn";"0";"0";"8700";"3071680";"29.09.2001";"30.06.2028";"28122217";"612"
"Smith, Michael";"Angleterre";"ST";"Preston";"0";"0";"11600";"661750";"17.10.1991";"30.06.2027";"29036639";"700"
"Wright, Joe";"Pays de Galles / Angleterre";"D C";"Bradford";"0";"0";"4640";"1653700";"26.02.1995";"30.06.2027";"29084035";"616"
"Roberts, Jordan";"Angleterre";"AM RLC, F C";"Stevenage";"0";"0";"4640";"347999990";"05.01.1994";"30.06.2027";"29092743";"719"
"Kent, Frankie";"Angleterre";"D C";"Hearts";"0";"0";"4640";"603220";"21.11.1995";"31.05.2026";"29106994";"1573"
"Wildsmith, Joe";"Angleterre";"GK";"Middlesbrough";"0";"0";"6960";"895750";"28.12.1995";"30.06.2026";"29108190";"685"
"Bishop, Colby";"Angleterre";"ST";"Portsmouth";"0";"0";"11600";"2505600";"04.11.1996";"30.06.2028";"29146042";"699"
"Collins, Archie";"Angleterre";"DM";"Peterborough";"0";"0";"4640";"1512830";"31.08.1999";"30.06.2026";"29159551";"696"
"Morley, Aaron";"Angleterre";"DM";"Wycombe";"0";"0";"8120";"1939520";"27.02.2000";"30.06.2029";"29173774";"742"
"Politic, Dennis";"Roumanie";"AM L";"FC Hermannstadt";"1";"0";"5790";"1879840";"05.03.2000";"30.06.2030";"29174451";"57143011"
"Gibbs, Liam";"Angleterre";"DM, AM C";"Norwich";"0";"0";"13920";"4454400";"16.12.2002";"30.06.2028";"29233183";"691"
"Arifi, Doni";"Finlande / Kosovo";"DM";"SpVgg Greuther Fürth";"0";"0";"6730";"726550";"11.04.2002";"30.06.2027";"33080851";"2253"
"Berenguer-Bohrer, Florin";"France";"AM RLC";"-";"0";"0";"0";"0";"01.04.1989";"-";"34001556";"-1"
"Da Silva, Damien";"France / Portugal";"D C";"Macarthur FC";"0";"0";"1220";"75090";"17.05.1988";"30.06.2026";"34005782";"15086550"
"Bacuna, Leandro";"Curaçao / Pays-Bas";"D/WB R, DM";"Igdir FK";"62";"15";"7690";"347999990";"21.08.1991";"30.06.2027";"37019044";"70108557"
"Duarte, Laros";"Cap-Vert / Pays-Bas";"DM";"Puskás Akadémia";"10";"0";"5370";"857120";"28.02.1997";"30.06.2027";"37052840";"38032696"
"Carolina, Jurich";"Curaçao / Pays-Bas";"D LC";"Borac (BL)";"15";"1";"320";"655020";"15.07.1998";"30.06.2027";"37057957";"1104133"
"Floranus, Sherel";"Curaçao / Pays-Bas";"D/WB RL";"PEC Zwolle";"19";"0";"2760";"2580380";"23.08.1998";"30.06.2027";"37058054";"1012"
"Rodrigues, Gerson";"Luxembourg / Portugal / Cap-Vert";"AM RL, ST";"Kanchanaburi Power";"72";"23";"5880";"490570";"20.06.1995";"30.06.2026";"37072372";"97208564"
"Bjarnason, Brynjar Ingi";"Islande";"D C";"SpVgg Greuther Fürth";"17";"2";"4810";"548100";"06.12.1999";"30.06.2027";"39052607";"2253"
"Baldursson, Andri Fannar";"Islande";"DM";"Kasimpasa";"10";"0";"5680";"1874640";"10.01.2002";"30.06.2028";"39056706";"130360"
"Fischnaller, Manuel";"Italie";"AM L, ST";"Ravenne";"0";"0";"4970";"347999990";"20.07.1991";"30.06.2027";"43040511";"1163"
"Perrotta, Marco";"Italie";"D LC";"Padova";"0";"0";"4680";"539720";"14.02.1994";"30.06.2026";"43079229";"1154"
"Mensah, Davis";"Ghana / Italie";"AM RL, ST";"Mantova";"0";"0";"4680";"347999990";"02.08.1991";"30.06.2027";"43079697";"700198"
"Mogos, Vasile";"Roumanie / Italie";"D RC";"Universitatea Craiova";"8";"0";"3210";"353860";"31.10.1992";"30.06.2026";"43080271";"57111101"
"Pisseri, Matteo";"Italie";"GK";"Frosinone";"0";"0";"5110";"378680";"21.11.1991";"30.06.2026";"43087232";"2199"
"Bonifazi, Kevin";"Italie";"D C";"Bologna";"0";"0";"35660";"406410";"19.05.1996";"30.06.2026";"43094128";"1111"
"Barreca, Antonio";"Italie";"D/WB/M L";"Padova";"0";"0";"4680";"852610";"18.03.1995";"30.06.2027";"43094517";"1154"
"Murgia, Alessandro";"Italie";"DM";"U Cluj";"0";"0";"3890";"1013840";"09.08.1996";"30.06.2027";"43159417";"1515"
"Cotali, Matteo";"Italie";"D/WB L";"Modena F.C.";"0";"0";"4850";"665030";"22.04.1997";"30.06.2026";"43161671";"1147"
"Mazzocchi, Simone";"Italie";"AM RL, ST";"Cosenza";"0";"0";"5540";"903130";"17.08.1998";"30.06.2026";"43191418";"1124"
"Capelli, Alessandro";"Italie";"AM R";"Padova";"0";"0";"4680";"1052600";"20.04.1997";"30.06.2027";"43207699";"1154"
"Kastrati, Elhan";"Albanie";"GK";"Eintracht Braunschweig";"3";"0";"5770";"507500";"02.02.1997";"30.06.2027";"43212533";"2237"
"Celia, Raffaele";"Italie";"D/WB/M L";"Benevento";"0";"0";"5540";"631560";"04.03.1999";"30.06.2027";"43266758";"2188"
"Straudi, Simon";"Italie";"D/WB R, M RC";"FC Energie Cottbus";"0";"0";"4480";"348350";"27.01.1999";"30.06.2026";"43268697";"2240"
"Pattarello, Emiliano";"Italie";"AM R";"Arezzo";"0";"0";"4610";"701740";"30.07.1999";"30.06.2029";"43271193";"2185"
"Davi, Simone";"Italie";"D L";"Südtirol";"0";"0";"4810";"947340";"16.09.1999";"30.06.2027";"43271865";"829172"
"Caligara, Fabrizio";"Italie";"DM";"Pescara";"0";"0";"5540";"549980";"12.04.2000";"30.06.2027";"43296746";"1158"
"Benedetti, Leonardo";"Italie";"DM";"Entella";"0";"0";"4590";"1099970";"06.06.2000";"30.06.2028";"43300253";"43036943"
"Lella, Nunzio";"Italie";"DM, M LC";"Venezia";"0";"0";"5240";"733310";"28.07.2000";"30.06.2028";"43318549";"1179"
"Gozzi, Paolo";"Italie / Nigeria";"D C";"Troyes";"0";"0";"4170";"686150";"25.04.2001";"30.06.2026";"43372951";"1971"
"Kouan, Christian";"Côte d'Ivoire";"DM, AM C";"Benevento";"0";"0";"5540";"666650";"20.12.1999";"30.06.2028";"43392798";"2188"
"Koutsoupias, Ilias";"Grèce";"DM";"Frosinone";"0";"0";"5110";"899970";"10.05.2001";"30.06.2027";"43393590";"2199"
"Kargbo, Augustus";"Sierra Leone";"AM RLC, F C";"Blackburn";"20";"5";"8700";"2505600";"24.08.1999";"30.06.2027";"43407893";"612"
"Besaggio, Michele";"Italie";"AM C";"U.S. Avellino 1912";"0";"0";"4630";"999970";"28.04.2002";"30.06.2028";"43424644";"1108"
"Fumagalli, Tommaso";"Italie";"AM RLC, F C";"Reggiana";"0";"0";"5880";"771910";"20.02.2000";"30.06.2027";"43593669";"1164"
"Oshima, Ryota";"Japon";"DM";"Kawasaki-F";"7";"0";"2790";"258760";"23.01.1993";"31.01.2026";"45035657";"107296"
"Alimi, Isnik";"Macédoine du N. / Albanie";"DM";"DL Yingbo";"15";"2";"4810";"347999990";"02.02.1994";"31.12.2026";"47036035";"2000337865"
"Uldrikis, Roberts";"Lettonie";"ST";"DSC Arminia Bielefeld";"55";"8";"4810";"609010";"03.04.1998";"30.06.2027";"47056324";"904"
"Houri, Lyes";"France / Maroc / Algérie";"AM RC";"Universitatea Craiova";"0";"0";"3510";"832420";"19.01.1996";"30.06.2026";"48031234";"57111101"
"Thiam, Mamadou";"Sénégal / France";"AM RL, ST";"FCSB";"0";"0";"6990";"864430";"20.03.1995";"30.06.2027";"48034497";"1513"
"Jean-Lambert, Evan's";"France / Guadeloupe";"D/WB/M L";"Rodez";"0";"0";"4020";"967640";"17.12.1998";"30.06.2027";"48036406";"2048"
"Ebosse, Enzo";"Cameroun / France";"D LC";"Torino";"3";"0";"9830";"521040";"11.03.1999";"30.06.2027";"48036572";"1174"
"Gaspar, Jordy";"Angola / France";"D/WB RL";"-";"8";"0";"0";"0";"23.04.1997";"-";"48036644";"-1"
"D'Arpino, Maxime";"France";"DM, AM C";"GOAL FC";"0";"0";"4100";"579410";"17.06.1996";"30.06.2026";"48036648";"2000020418"
"Kaïboue, Kylian";"France / Algérie";"D LC, DM";"Amiens SC";"0";"0";"4200";"724270";"20.08.1998";"30.06.2026";"48038680";"831"
"Sanna, Sam";"France";"DM";"Laval MFC";"0";"0";"4050";"817120";"08.03.1999";"30.06.2029";"48043537";"2062"
"Merghem, Mehdi";"Algérie / France";"AM RLC";"SC Bastia";"0";"0";"4170";"838620";"19.07.1997";"30.06.2026";"49036030";"876"
"Mbock, Hianga'a";"France";"DM";"Kisvárda";"0";"0";"4760";"1028540";"28.12.1999";"30.06.2028";"49040378";"38013478"
"El Idrissy, Mounaïm";"France / Maroc";"AM RL, ST";"Troyes";"0";"0";"4170";"762390";"10.02.1999";"30.06.2026";"49040773";"1971"
"Lacoux, Tom";"France";"DM";"Újpest";"0";"0";"5370";"1112750";"25.01.2002";"30.06.2027";"49048682";"1064"
"Bangré, Mamady";"Burkina Faso / France";"AM RL";"Grenoble";"8";"0";"4130";"879670";"15.06.2001";"30.06.2027";"49052374";"852"
"Rivera, Maxence";"France";"AM RLC";"sc Heerenveen";"0";"0";"4010";"2606450";"30.05.2002";"30.06.2028";"49055609";"1036"
"Triboulet, Vinni";"France / Cameroun";"AM RL, ST";"Meizhou";"0";"0";"2310";"1720850";"18.06.1999";"31.12.2026";"49055784";"23199255"
"Benhattab, Yassine";"France / Algérie";"AM RC";"Reims";"0";"0";"4080";"2055080";"18.11.2002";"30.06.2028";"49056530";"2047"
"Naïr, Sohaib";"Algérie / France";"D C";"EA Guingamp";"0";"0";"4310";"998720";"23.04.2002";"30.06.2027";"49060117";"840"
"Mahmoud, Elies";"France / Algérie";"AM RL";"Randers FC";"0";"0";"3810";"1154840";"10.02.2001";"30.06.2029";"49061462";"930621"
"Keita, Tidiane";"France / Guinée";"DM";"CFR Cluj";"0";"0";"4010";"1013840";"18.09.1996";"30.06.2028";"50053480";"7540205"
"Govea, Omar";"Mexique";"DM";"Chivas";"5";"1";"4240";"1311230";"18.01.1996";"30.06.2027";"51040956";"1255"
"Portales, Antonio";"Mexique";"D C";"-";"0";"0";"0";"0";"16.05.1996";"-";"51052563";"-1"
"Nájera, Ronaldo";"Mexique";"AM C";"A. Madrid";"0";"0";"3560";"759120";"24.02.2003";"30.06.2028";"51078631";"1687"
"Coly, Aliou";"Sénégal";"D RC";"-";"0";"0";"0";"0";"10.12.1992";"-";"53094112";"-1"
"Afeez Aremu";"Nigeria";"DM";"Aberdeen";"1";"0";"4640";"1090980";"03.10.1999";"31.05.2028";"53157284";"1536"
"Tavares, Heriberto";"Cap-Vert / Portugal";"AM RL";"M. Netanya";"2";"0";"4630";"1010500";"19.02.1997";"31.05.2026";"55082176";"1095"
"Sayfiyev, Farruh";"Ouzbékistan";"D/WB RL";"Neftchi Ferghana";"61";"1";"4330";"22020";"17.01.1991";"31.12.2025";"59025717";"483003"
"Eshmurodov, Umarbek";"Ouzbékistan";"D C";"Nasaf";"34";"0";"4600";"78300";"30.11.1992";"31.12.2025";"59060485";"485456"
"Abuashvili, Giorgi";"Géorgie";"AM LC";"FC Metz";"0";"0";"2420";"1893120";"08.02.2003";"31.12.2026";"59145966";"844"
"McCarthy, James";"Irlande / Écosse";"DM";"-";"42";"0";"0";"0";"12.11.1990";"-";"61002273";"-1"
"Forsyth, Craig";"Écosse";"D LC";"Derby";"4";"0";"6960";"137810";"24.02.1989";"30.06.2027";"61006895";"645"
"Boyle, Martin";"Australie / Écosse";"AM R, ST";"Hibernian";"34";"10";"5800";"423570";"25.04.1993";"31.05.2026";"61039990";"1575"
"Docherty, Greg";"Écosse / Irlande";"DM";"Charlton";"0";"0";"11600";"2644800";"10.09.1996";"30.06.2027";"61062739";"628"
"Cadden, Chris";"Écosse";"D/WB R, AM RC";"Hibernian";"2";"0";"3480";"939600";"19.09.1996";"31.05.2027";"61066315";"1575"
"Ralston, Anthony";"Écosse";"D/WB R";"Celtic";"21";"1";"13920";"516780";"16.11.1998";"31.05.2027";"61074098";"1569"
"Erhahon, Ethan";"Écosse / Nigeria";"DM";"Bolton";"0";"0";"8120";"1763200";"09.05.2001";"30.06.2029";"61084567";"614"
"Radoja, Nemanja";"Serbie / États-Unis";"DM";"Leonesa";"2";"0";"4270";"293060";"06.02.1993";"30.06.2026";"62056935";"2093"
"Ristovski, Stefan";"Macédoine du N.";"D RC";"Sarajevo";"82";"2";"320";"347999990";"12.02.1992";"30.06.2027";"62092056";"1300153"
"Van Wyk, Antonio";"Afrique du Sud";"AM RLC";"Ried";"4";"1";"3370";"1433540";"30.03.2002";"30.06.2027";"65045285";"159"
"Lim Jong-Eun";"Corée du Sud";"D C";"Daejeon Hana";"0";"0";"2000";"347999990";"18.06.1990";"31.12.2026";"66006740";"130774"
"Park Cheong-Hyo";"Corée du Sud";"GK";"Gangwon";"0";"0";"2160";"347999990";"13.02.1990";"31.12.2026";"66027946";"66006663"
"Kim Yeong-Bin";"Corée du Sud";"D LC";"Jeonbuk";"1";"0";"2400";"64940";"20.09.1991";"31.12.2026";"66032272";"130776"
"Jeong Seung-Won";"Corée du Sud";"AM RC";"Seoul";"2";"0";"2200";"336020";"27.02.1997";"31.12.2026";"66037084";"130777"
"Park Jin-Seob";"Corée du Sud";"D C, DM";"Zhejiang";"10";"1";"29650";"1634810";"23.10.1995";"31.12.2027";"66040972";"131229"
"Olivas, Kiko";"Espagne";"D C";"-";"0";"0";"0";"0";"21.08.1988";"-";"67006138";"-1"
"Nacho";"Espagne";"D/WB/AM L";"Cartagena";"0";"0";"5340";"74430";"07.03.1989";"30.06.2027";"67037315";"4203003"
"Pardo, Rubén";"Espagne / Pays Basque";"DM";"-";"0";"0";"0";"0";"22.10.1992";"-";"67071948";"-1"
"Molina, Manu";"Espagne";"DM, AM C";"Eldense";"0";"0";"5200";"222150";"20.11.1991";"30.06.2027";"67092408";"4212207"
"José Ángel";"Espagne";"DM";"Coruña";"0";"0";"4620";"122570";"21.06.1992";"30.06.2026";"67138768";"1705"
"Chema Rodríguez";"Espagne";"D C";"Ferrol";"0";"0";"5340";"197240";"03.03.1992";"30.06.2026";"67154282";"1727"
"Ramírez, Dani";"Espagne";"AM RLC";"Punjab FC";"0";"0";"1480";"134230";"18.06.1992";"31.05.2026";"67156427";"40028584"
"Quintillà, Jordi";"Espagne";"DM";"St. Gallen";"0";"0";"7680";"201180";"25.10.1993";"30.06.2028";"67157254";"1853"
"Gallar, Álex";"Espagne";"AM RL, ST";"Lugo";"0";"0";"5340";"347999990";"19.03.1992";"30.06.2027";"67157584";"1695"
"Herrera, Cristian";"Espagne";"AM RL";"Coruña";"0";"0";"4620";"46660";"13.03.1991";"30.06.2026";"67177835";"1705"
"Bicho";"Espagne";"AM LC";"Leonesa";"0";"0";"4270";"586450";"20.02.1996";"30.06.2026";"67182671";"2093"
"Nieto, Carlos";"Espagne";"D/WB L";"Tarazona";"0";"0";"4370";"422240";"06.05.1996";"30.06.2026";"67199101";"67105977"
"Juanma";"Espagne";"AM RL, ST";"Algeciras";"0";"0";"5090";"347999990";"20.02.1993";"30.06.2028";"67202352";"4203033"
"Carbonell, Àlex";"Espagne";"D C, DM";"Penafiel";"0";"0";"1950";"1414250";"15.09.1997";"30.06.2027";"67207187";"1477"
"Jiménez, Jesús";"Espagne";"AM LC, F C";"Bruk-Bet Termalica";"0";"0";"2930";"347999990";"05.11.1993";"30.06.2027";"67209472";"96000060"
"Glauder, Cristian";"Espagne";"D LC";"Johor DT";"0";"0";"2190";"276730";"18.10.1995";"31.05.2026";"67216773";"23195015"
"Juan Ibiza";"Espagne";"D C";"Buriram Utd";"0";"0";"7350";"539630";"18.10.1995";"30.06.2026";"67216775";"23177015"
"Bermejo, Sergio";"Espagne";"AM RC";"Gil Vicente";"0";"0";"2300";"1804460";"17.08.1997";"30.06.2027";"67219330";"1481"
"Bernal, Jesús";"Espagne";"DM";"S. Gijon";"0";"0";"4910";"392850";"25.12.1996";"30.06.2027";"67219705";"1744"
"Lozano, Markel";"Espagne / Pays Basque";"DM";"Zamora";"0";"0";"4390";"445700";"03.05.1996";"30.06.2026";"67224868";"4212243"
"Sierra, Rober";"Espagne";"DM";"Campionii FC Arges";"0";"0";"1000";"1115220";"21.05.1996";"30.06.2027";"67239715";"1502"
"Irazábal, Jon";"Espagne / Pays Basque";"D LC";"Johor DT";"0";"0";"2190";"387940";"28.11.1996";"30.11.2026";"67245669";"23195015"
"Aguirregabiria, Martín";"Espagne / Pays Basque";"D/WB R";"Zaragoza";"0";"0";"2880";"475020";"10.05.1996";"30.06.2026";"67245731";"1749"
"Petxarromán, Álex";"Espagne / Pays Basque";"D R";"Andorre";"0";"0";"4010";"372170";"06.02.1997";"30.06.2028";"67246376";"1709"
"Álvarez, Jesús";"Espagne";"D C, DM";"Huesca";"0";"0";"4910";"642840";"17.11.1999";"30.06.2027";"67248421";"4212294"
"Cubero, Sergio";"Espagne / Pays Basque";"D/WB/M R";"Eibar";"0";"0";"5250";"372170";"05.09.1999";"30.06.2027";"67260211";"1753"
"Garcés, Borja";"Espagne";"ST";"Kustošija";"0";"0";"2090";"422240";"06.08.1999";"30.06.2026";"67270540";"24005249"
"Teguia, Cédric";"Espagne / Cameroun";"AM RL";"Moreirense";"0";"0";"1900";"2232190";"01.10.2001";"30.06.2028";"67272503";"2389"
"Abad, Toni";"Espagne";"D/WB R";"Huesca";"0";"0";"4910";"475020";"03.11.1996";"30.06.2026";"67272997";"4212294"
"Algobia, Ángel";"Espagne / Portugal";"DM";"AVS SAD";"0";"0";"2710";"1885660";"23.06.1999";"30.06.2027";"67276506";"2000263090"
"Alhassan, Baba";"Ouganda / Ghana";"D C, DM";"FCSB";"0";"0";"2590";"912460";"03.01.2000";"30.06.2028";"67279599";"1513"
"Ortiz, Pedro";"Espagne";"DM";"Córdoba";"0";"0";"4330";"328190";"19.08.2000";"30.06.2026";"67283039";"1704"
"Collado, Diego";"Espagne";"AM RL, ST";"Leonesa";"0";"0";"4270";"527800";"09.01.2001";"30.06.2026";"67287668";"2093"
"Aranda, Antonio";"Espagne";"AM LC";"H. Alicante";"0";"0";"4580";"430060";"07.10.2000";"30.06.2026";"67295099";"1716"
"Martón, Javi";"Espagne / Pays Basque";"ST";"Eibar";"0";"0";"5250";"413520";"06.05.1999";"30.06.2028";"67295588";"1753"
"Uysal, Necip";"Turquie";"D C, DM";"Besiktas";"1";"0";"10020";"58730";"24.01.1991";"30.06.2027";"70031727";"1866"
"Blessing, Latif";"Ghana / États-Unis";"AM RLC";"Lexington SC";"0";"0";"1890";"1391150";"30.12.1996";"30.11.2026";"72049212";"2000142307"
"Mayulu, Fally";"France / R.D. Congo";"AM/F C";"Arouca";"0";"0";"8700";"5313140";"15.07.2002";"30.06.2029";"73201858";"729500"
"Mena, Eugenio";"Chili";"D/WB/AM L";"Univ. Católica";"73";"3";"12790";"33160";"18.07.1988";"31.12.2026";"75007714";"403"
"Orellana, Nicolás";"Chili";"AM L, ST";"Audax";"0";"0";"1820";"803770";"03.09.1995";"31.12.2026";"75031240";"130778"
"Carvallo, Bryan";"Chili";"AM RLC";"Cobresal";"0";"0";"1840";"803770";"15.09.1996";"31.12.2026";"75031288";"130795"
"Aránguiz, Pablo";"Chili";"AM RLC";"U. Española";"1";"0";"1940";"736790";"17.03.1997";"31.12.2026";"75036973";"120064"
"Coelho, Diego";"Uruguay";"ST";"Audax";"0";"0";"1820";"723400";"28.01.1995";"31.12.2026";"78087178";"130778"
"Poggi, Vicente";"Uruguay / Italie";"DM";"Godoy Cruz";"0";"0";"3130";"2254840";"11.07.2002";"31.12.2027";"78096631";"102491"
"Samudio, Braian";"Paraguay";"AM RL, ST";"Çorum FK";"14";"1";"5680";"827050";"23.12.1995";"30.06.2027";"79028251";"70055738"
"Peralta, Fabrizio";"Paraguay";"DM";"Cerro Porteño";"1";"0";"3810";"3083530";"02.08.2002";"31.12.2028";"79035287";"1445"
"Camargo, Miguel";"Panama";"AM RLC";"Veraguas United";"33";"3";"1410";"27330";"05.09.1993";"30.06.2026";"80027492";"80024197"
"Anderson, Iván";"Panama";"D/WB/M R";"CD Universitario (Panama)";"12";"1";"1140";"408070";"24.11.1997";"31.12.2026";"80033236";"80033814"
"Loum, Mamadou";"Sénégal";"DM";"S. Gijon";"3";"0";"4910";"392850";"30.12.1996";"30.06.2027";"83100794";"1744"
"Ferreira, Aldair";"Angola / Portugal";"DM";"Botosani";"0";"0";"1300";"869870";"26.03.1998";"30.06.2026";"83141563";"7540447"
"Paulo, João";"Cap-Vert";"DM, AM LC";"FCSB";"32";"1";"2780";"912460";"26.05.1998";"30.06.2028";"83257700";"1513"
"Gómez, Johan";"États-Unis / Mexique";"WB R, AM C";"Eintracht Braunschweig";"0";"0";"5770";"746850";"23.07.2001";"30.06.2027";"83320142";"2237"
"Mambimbi, Felix";"Suisse";"AM RLC";"Havre AC";"0";"0";"3760";"573420";"18.01.2001";"30.06.2027";"84151685";"856"
"Gebhardt, Felix";"Allemagne / Suisse";"GK";"SSV Jahn Regensburg";"0";"0";"3850";"901810";"01.03.2002";"30.06.2026";"84152054";"6000005"
"Okoh, Bryan";"Suisse / États-Unis / Nigeria";"D C";"Auxerre";"0";"0";"3800";"2461090";"16.05.2003";"30.06.2029";"84156412";"824"
"Manzorro, Jérémy";"France";"AM RLC";"IMT";"0";"0";"1250";"245030";"11.11.1991";"30.06.2026";"85014239";"62030404"
